category,title,slug,material_type,status,priority,official_title_or_number,source_url,notes
"Arsim, Kulturë, Rini, Sport",Ligji për Sportin,ligji-per-sportin,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Sportin&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Arsim, Kulturë, Rini, Sport",Ligji për Cinematografinë,ligji-per-cinematografine,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Cinematografin%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Arsim, Kulturë, Rini, Sport","Ligji për Përdorimin e Gjuhëve (shqip, serbisht, gjuhët e pakicave)",ligji-per-perdorimin-e-gjuheve-shqip-serbisht-gjuhet-e-pakicave,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20P%C3%ABrdorimin%20e%20Gjuh%C3%ABve%20%28shqip%2C%20serbisht%2C%20gjuh%C3%ABt%20e%20pakicave%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Shëndetësi,Ligji për Shëndetësinë,ligji-per-shendetesine,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Sh%C3%ABndet%C3%ABsin%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Shëndetësi,Ligji për Barnat dhe Pajisjet Mjekësore,ligji-per-barnat-dhe-pajisjet-mjekesore,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Barnat%20dhe%20Pajisjet%20Mjek%C3%ABsore&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Shëndetësi,Ligji për Profesionet Shëndetësore,ligji-per-profesionet-shendetesore,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Profesionet%20Sh%C3%ABndet%C3%ABsore&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Shëndetësi,Ligji për Shëndetin Mendor,ligji-per-shendetin-mendor,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Sh%C3%ABndetin%20Mendor&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Shëndetësi,Ligji për Donacionin dhe Transplantimin e Organeve,ligji-per-donacionin-dhe-transplantimin-e-organeve,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Donacionin%20dhe%20Transplantimin%20e%20Organeve&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Shëndetësi,Ligji për Shëndetin Riprodhues,ligji-per-shendetin-riprodhues,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Sh%C3%ABndetin%20Riprodhues&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Shëndetësi,Ligji për Mbrojtjen nga Sëmundjet Ngjitëse,ligji-per-mbrojtjen-nga-semundjet-ngjitese,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Mbrojtjen%20nga%20S%C3%ABmundjet%20Ngjit%C3%ABse&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Shëndetësi,Ligji për Kontrollin e Duhanit,ligji-per-kontrollin-e-duhanit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Kontrollin%20e%20Duhanit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Shëndetësi,Ligji për Sigurinë e Pacientit,ligji-per-sigurine-e-pacientit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Sigurin%C3%AB%20e%20Pacientit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Shëndetësi,Ligji për të Drejtat dhe Përgjegjësitë e Qytetarëve në Kujdesin Shëndetësor,ligji-per-te-drejtat-dhe-pergjegjesite-e-qytetareve-ne-kujdesin-shendetesor,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20t%C3%AB%20Drejtat%20dhe%20P%C3%ABrgjegj%C3%ABsit%C3%AB%20e%20Qytetar%C3%ABve%20n%C3%AB%20Kujdesin%20Sh%C3%ABndet%C3%ABsor&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Mbrojtjen e Mjedisit,ligji-per-mbrojtjen-e-mjedisit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Mbrojtjen%20e%20Mjedisit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Vlerësimin e Ndikimit në Mjedis,ligji-per-vleresimin-e-ndikimit-ne-mjedis,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Vler%C3%ABsimin%20e%20Ndikimit%20n%C3%AB%20Mjedis&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Mbrojtjen e Ajrit,ligji-per-mbrojtjen-e-ajrit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Mbrojtjen%20e%20Ajrit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Ujërat,ligji-per-ujerat,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Uj%C3%ABrat&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Menaxhimin e Mbeturinave,ligji-per-menaxhimin-e-mbeturinave,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Menaxhimin%20e%20Mbeturinave&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Bujqësinë,ligji-per-bujqesine,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Bujq%C3%ABsin%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Tokën Bujqësore,ligji-per-token-bujqesore,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Tok%C3%ABn%20Bujq%C3%ABsore&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Pyjet,ligji-per-pyjet,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Pyjet&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Veterinarinë,ligji-per-veterinarine,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Veterinarin%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Ushqimin,ligji-per-ushqimin,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Ushqimin&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Pijet Alkoolike,ligji-per-pijet-alkoolike,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Pijet%20Alkoolike&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Mbrojtjen e Bimëve,ligji-per-mbrojtjen-e-bimeve,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Mbrojtjen%20e%20Bim%C3%ABve&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Verën,ligji-per-veren,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Ver%C3%ABn&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Peshkimin dhe Akuakulturën,ligji-per-peshkimin-dhe-akuakulturen,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Peshkimin%20dhe%20Akuakultur%C3%ABn&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Gjuetinë,ligji-per-gjuetine,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Gjuetin%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Mjedis, Bujqësi, Pyje",Ligji për Parqet Kombëtare,ligji-per-parqet-kombetare,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Parqet%20Komb%C3%ABtare&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Energjinë,ligji-per-energjine,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Energjin%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Energjinë Elektrike,ligji-per-energjine-elektrike,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Energjin%C3%AB%20Elektrike&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Energjinë Termike,ligji-per-energjine-termike,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Energjin%C3%AB%20Termike&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Burimet e Ripërtëritshme,ligji-per-burimet-e-riperteritshme,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Burimet%20e%20Rip%C3%ABrt%C3%ABritshme&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Efiçiencën e Energjisë,ligji-per-eficiencen-e-energjise,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Efi%C3%A7ienc%C3%ABn%20e%20Energjis%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Komunikimet Elektronike,ligji-per-komunikimet-elektronike,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Komunikimet%20Elektronike&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Shërbimet e Medias Audiovizuele,ligji-per-sherbimet-e-medias-audiovizuele,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Sh%C3%ABrbimet%20e%20Medias%20Audiovizuele&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për RTK (Radio Televizioni i Kosovës),ligji-per-rtk-radio-televizioni-i-kosoves,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20RTK%20%28Radio%20Televizioni%20i%20Kosov%C3%ABs%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Transportin Rrugor,ligji-per-transportin-rrugor,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Transportin%20Rrugor&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Sigurinë në Trafikun Rrugor,ligji-per-sigurine-ne-trafikun-rrugor,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Sigurin%C3%AB%20n%C3%AB%20Trafikun%20Rrugor&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Transportin e Mallrave të Rrezikshme,ligji-per-transportin-e-mallrave-te-rrezikshme,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Transportin%20e%20Mallrave%20t%C3%AB%20Rrezikshme&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Aviacionin Civil,ligji-per-aviacionin-civil,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Aviacionin%20Civil&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Hekurudhat,ligji-per-hekurudhat,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Hekurudhat&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
"Energji, Telekomunikacion, Transport",Ligji për Postën,ligji-per-posten,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Post%C3%ABn&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Agjencinë Kundër Korrupsionit,ligji-per-agjencine-kunder-korrupsionit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Agjencin%C3%AB%20Kund%C3%ABr%20Korrupsionit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Parandalimin e Konfliktit të Interesit,ligji-per-parandalimin-e-konfliktit-te-interesit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Parandalimin%20e%20Konfliktit%20t%C3%AB%20Interesit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,"Ligji për Deklarimin, Origjinën dhe Kontrollin e Pasurisë",ligji-per-deklarimin-origjinen-dhe-kontrollin-e-pasurise,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Deklarimin%2C%20Origjin%C3%ABn%20dhe%20Kontrollin%20e%20Pasuris%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Mbrojtjen e Sinjalizuesve (whistleblowers),ligji-per-mbrojtjen-e-sinjalizuesve-whistleblowers,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Mbrojtjen%20e%20Sinjalizuesve%20%28whistleblowers%29&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Parandalimin e Pastrimit të Parave dhe Financimit të Terrorizmit,ligji-per-parandalimin-e-pastrimit-te-parave-dhe-financimit-te-terrorizmit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Parandalimin%20e%20Pastrimit%20t%C3%AB%20Parave%20dhe%20Financimit%20t%C3%AB%20Terrorizmit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Konfiskimin e Pasurisë së Fituar me Vepër Penale,ligji-per-konfiskimin-e-pasurise-se-fituar-me-veper-penale,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Konfiskimin%20e%20Pasuris%C3%AB%20s%C3%AB%20Fituar%20me%20Vep%C3%ABr%20Penale&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Prokurimin Publik,ligji-per-prokurimin-publik,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Prokurimin%20Publik&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Qasje në Dokumente Publike,ligji-per-qasje-ne-dokumente-publike,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Qasje%20n%C3%AB%20Dokumente%20Publike&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Mbrojtjen e të Dhënave Personale,ligji-per-mbrojtjen-e-te-dhenave-personale,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Mbrojtjen%20e%20t%C3%AB%20Dh%C3%ABnave%20Personale&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Auditimin e Brendshëm të Sektorit Publik,ligji-per-auditimin-e-brendshem-te-sektorit-publik,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Auditimin%20e%20Brendsh%C3%ABm%20t%C3%AB%20Sektorit%20Publik&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Zyrën Kombëtare të Auditimit,ligji-per-zyren-kombetare-te-auditimit,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Zyr%C3%ABn%20Komb%C3%ABtare%20t%C3%AB%20Auditimit&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Lobimin,ligji-per-lobimin,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Lobimin&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Sigurinë Kibernetike,ligji-per-sigurine-kibernetike,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Sigurin%C3%AB%20Kibernetike&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Krimet Kibernetike,ligji-per-krimet-kibernetike,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Krimet%20Kibernetike&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Bashkëpunimin Juridik Ndërkombëtar në Çështje Penale,ligji-per-bashkepunimin-juridik-nderkombetar-ne-ceshtje-penale,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Bashk%C3%ABpunimin%20Juridik%20Nd%C3%ABrkomb%C3%ABtar%20n%C3%AB%20%C3%87%C3%ABshtje%20Penale&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Ekstradicionin,ligji-per-ekstradicionin,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Ekstradicionin&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Mbrojtjen e Dëshmitarëve,ligji-per-mbrojtjen-e-deshmitareve,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Mbrojtjen%20e%20D%C3%ABshmitar%C3%ABve&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Sundimin e Ligjit dhe Korrupsionin,Ligji për Programin për Mbrojtjen e Dëshmitarëve,ligji-per-programin-per-mbrojtjen-e-deshmitareve,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Programin%20p%C3%ABr%20Mbrojtjen%20e%20D%C3%ABshmitar%C3%ABve&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Shërbimin Civil të Republikës së Kosovës,ligji-per-sherbimin-civil-te-republikes-se-kosoves,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Sh%C3%ABrbimin%20Civil%20t%C3%AB%20Republik%C3%ABs%20s%C3%AB%20Kosov%C3%ABs&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
Ligje për Institucionet dhe Administratën,Ligji për Pagat e Funksionarëve Publikë,ligji-per-pagat-e-funksionareve-publike,law_or_document,to_collect,medium,,https://gzk.rks-gov.net/SearchIn.aspx?Index=2&s=Ligji%20p%C3%ABr%20Pagat%20e%20Funksionar%C3%ABve%20Publik%C3%AB&so=1,"Burimi parësor për ligje: Gazeta Zyrtare. Duhet verifikuar titulli zyrtar, statusi, amendamentet dhe aktet nënligjore."
